OrderKey,LineNumber,ProductKey,Quantity,UnitPrice,NetPrice,UnitCost
547009,1,1569,3,538.2,538.2,247.5
548000,0,1927,6,2399.9925,2183.993175,795.165
548000,1,1627,2,10.794,9.82254,4.962
548000,2,1711,6,49.091,44.1819,22.575
548000,3,1411,4,482.4,482.4,221.832
548001,0,148,6,2319.992,2041.59296,768.656
548001,1,1057,7,940.8,940.8,311.712
548001,2,1638,6,8.334,8.334,3.834
548001,3,1219,2,1064,1064,489.296
548001,4,72,2,35.9625,31.287375,16.5375
548002,0,1680,1,4.893,4.893,2.492
548002,1,179,3,95.2,95.2,43.776
548002,3,1301,1,152,130.72,69.904
548002,4,1408,1,952.2,828.414,315.486
548003,0,439,1,1397.5,1299.675,642.65
548003,1,2137,2,122.25,122.25,62.325
548004,0,1044,2,1003.2,943.008,332.384
548005,0,961,6,264,264,121.408
548005,1,1128,4,1003.2,1003.2,332.384
548005,2,118,1,135.992,129.1924,69.336
548006,0,1422,1,541.8,503.874,249.156
548007,0,2115,1,658.125,658.125,302.6475
548007,1,2026,10,149.9925,131.9934,68.9775
548008,0,2372,3,299.9925,260.993475,137.955
548009,0,494,2,697.5,697.5,320.75
548010,0,791,1,74.75,69.5175,34.375
548011,0,1538,4,504,438.48,231.768
548011,1,80,3,30.4125,27.675375,13.9875
548012,0,449,3,872.5,767.8,401.225
548012,1,86,2,74.9925,65.9934,34.485
548013,0,1577,5,131.4,131.4,43.536
548013,1,166,1,95.2,83.776,43.776
548013,2,56,1,222,222,73.5525
548014,0,1598,6,34.728,30.21336,15.972
548014,1,1679,2,3.85,3.85,1.96
548015,0,1425,1,952.2,952.2,315.486
548015,1,966,5,295.2,295.2,135.744
548016,0,29,6,191.25,191.25,63.3675
548017,0,1663,2,4.823,4.823,2.219
549000,0,1015,3,320,320,106.016
550000,0,1991,2,134.9925,134.9925,62.0775
550000,1,117,3,135.992,129.1924,69.336
550000,2,1227,1,1580.8,1580.8,523.744
550001,0,182,2,95.2,95.2,43.776
550001,2,2495,2,17.982,16.72326,9.162
550001,3,731,3,322.5,322.5,148.3
550001,4,1668,3,4.893,4.64835,2.492
550001,5,1920,3,97.4925,83.84355,49.7025
550002,0,1128,6,1003.2,882.816,332.384
550003,0,525,2,247.5,247.5,126.175
550003,1,1626,3,131.4,115.632,43.536
550004,0,1654,7,155.994,155.994,51.684
550004,1,1096,2,1011.2,1011.2,335.024
550005,0,1304,3,108.8,96.832,50.032
550006,0,570,3,747.5,672.75,247.65
551000,0,1089,1,908.8,790.656,301.104
551001,0,1595,2,13.734,13.734,4.548
551002,0,1622,1,131.4,115.632,43.536
551002,1,2179,10,122.25,121.0275,62.325
551003,0,133,2,279.96,246.3648,128.744
551003,1,70,5,35.9625,35.9625,16.5375
551003,2,374,2,3247.5,3247.5,1075.95
551004,0,2502,2,17.982,17.982,9.162
551005,0,1637,2,10.794,9.82254,4.962
551005,1,1595,2,13.734,13.734,4.548
551005,2,1603,5,65.994,60.71448,33.648
551005,3,49,2,149.9625,149.9625,68.9625
551005,4,151,1,947.976,929.01648,314.08
551005,5,152,3,947.976,947.976,314.08
551006,0,1653,2,65.994,58.73466,33.648
551006,1,111,1,187.4925,187.4925,62.1225
551007,0,1175,2,656,570.72,334.448
551008,0,186,3,71.92,63.2896,36.664
551009,0,80,1,30.4125,26.458875,13.9875
552000,0,1467,4,541.8,493.038,249.156
552000,1,502,3,225,213.75,74.55
552001,0,5,6,16.1775,14.721525,8.25
552002,0,596,3,475,475,157.375
552002,1,2360,3,149.9925,149.9925,76.47
552002,2,492,2,1697.5,1493.8,562.425
552002,3,1592,6,10.794,10.794,4.962
552003,0,550,1,272.5,272.5,138.925
552004,0,2097,1,593.25,533.925,272.8125
552004,1,2179,1,122.25,108.8025,62.325
552004,2,2168,2,111.75,96.105,56.97
552005,0,1525,1,723.6,680.184,239.742
552005,1,1695,3,3.486,3.34656,1.778
552006,0,2157,2,97.425,97.425,49.6725
552006,1,109,3,99.7425,99.7425,45.87
552006,2,1636,3,7.596,6.98832,3.492
552006,3,130,6,160,140.8,81.576
552006,4,147,4,2319.992,2319.992,768.656
552007,0,62,1,135.75,122.175,62.43
552008,0,2098,3,381,335.28,194.2425
552008,1,2488,4,26.982,23.74416,13.752
552009,0,1618,4,35.394,30.79278,16.278
552009,1,1591,1,7.596,7.2162,3.492
552009,2,57,10,117,100.62,59.6475
552009,3,457,2,549.875,478.39125,280.35
552010,0,1018,2,300.8,300.8,138.32
552010,1,1625,1,131.4,114.318,43.536
552011,0,684,1,400,400,183.95
552011,1,69,3,19.2675,19.2675,9.825
552011,3,1820,3,22.4,19.264,11.417
552011,4,681,2,302.5,302.5,139.1
552011,5,2487,3,300,300,137.9625
552012,0,158,2,879.992,809.59264,404.68
552012,1,15,3,58.26,51.8514,26.79
552012,3,363,3,1747.5,1747.5,803.6
553000,0,1163,3,1360,1264.8,625.408
553001,0,1284,6,39.984,35.58576,20.384
553001,1,190,3,45.52,40.0576,23.208
553002,0,1655,2,173.994,151.37478,57.648
553003,0,444,3,2297.5,1998.825,761.2
553004,0,1517,1,480.6,413.316,221.004
553005,0,1746,3,76.3,76.3,25.277
553005,1,1989,7,499.455,439.5204,165.48
553005,2,1122,2,531.2,531.2,244.288
553005,3,1637,3,10.794,10.2543,4.962
553006,0,2089,4,193.125,171.88125,98.46
553007,0,1611,1,95.994,87.35454,44.142
553007,1,1639,1,5.994,5.994,3.054
553007,2,102,3,86.25,76.7625,39.66
553008,0,1912,3,224.9925,224.9925,114.705
553008,1,1783,1,30.1,27.09,15.344
553008,2,1781,1,30.1,26.789,15.344
553008,3,89,8,112.4925,98.9934,37.2675
553008,4,1655,8,173.994,173.994,57.648
553009,0,1077,1,908.8,908.8,301.104
553009,1,565,3,1747.5,1520.325,803.6
553009,2,456,7,1397.5,1299.675,642.65
553009,3,1575,3,36.594,36.594,16.83
553009,4,2505,2,17.982,17.982,9.162
553009,5,1598,1,34.728,30.90792,15.972
553010,0,1632,2,10.794,9.49872,4.962
553011,0,2167,4,122.25,108.8025,62.325
553011,1,30,1,191.25,166.3875,63.3675
553012,0,1641,2,7.596,7.596,3.492
553013,0,1646,2,95.994,86.3946,44.142
554000,0,1497,1,480.6,432.54,221.004
554001,0,468,6,447.5,447.5,205.8
554001,1,1616,2,34.194,34.194,15.726
554001,2,997,7,315.04,315.04,144.88
554002,0,1601,10,95.994,95.994,44.142
554002,1,1218,4,1020.8,1020.8,469.424
554003,0,1593,1,8.334,8.334,3.834
554003,1,21,4,100.5,100.5,46.215
554004,0,1619,6,35.994,30.95484,16.554
554004,1,1118,6,534.4,534.4,245.744
554005,0,437,3,1249.75,1149.77,637.15
554006,0,184,8,79.2,79.2,36.424
554007,0,1604,2,155.994,138.83466,51.684
554008,0,1630,1,13.734,12.22326,4.548
554009,0,647,3,217.5,217.5,110.9
555000,0,1311,1,44.8,44.8,22.848
555000,1,593,4,1147.5,1055.7,380.2
555000,2,1545,5,482.4,482.4,221.832
555000,3,103,1,86.25,86.25,39.66
555000,5,1418,7,527.4,469.386,242.532
555001,0,1825,1,22.4,20.608,11.417
555002,0,2455,8,14.9925,13.7931,7.6425
555003,0,2128,4,1237.5,1089,410.01
555003,1,1571,3,34.194,33.51012,15.726
555004,0,2098,4,381,331.47,194.2425
555004,1,2405,1,344.9925,344.9925,158.6475
555004,2,1305,2,108.8,99.008,50.032
555004,3,2497,1,17.982,15.64434,9.162
555005,0,1644,3,34.728,34.38072,15.972
555006,0,1423,1,340.2,340.2,156.438
555006,1,417,3,1497.5,1467.55,688.65
555006,2,1584,2,5.994,5.15484,3.054
555007,0,182,8,95.2,95.2,43.776
555008,0,801,3,49.75,49.75,25.375
555008,1,1752,3,62.3,56.07,28.651
555009,0,427,3,1172.5,1078.7,539.2
555009,1,720,3,590,590,195.475
555010,0,1797,2,30.1,27.09,15.344
555010,1,1920,1,97.4925,90.668025,49.7025
555010,2,1622,7,131.4,131.4,43.536
555011,0,59,1,117,117,59.6475
555011,1,55,1,222,193.14,73.5525
555012,0,395,3,815,815,415.5
555012,1,1312,3,328,328,150.832
555012,2,1585,1,13.734,12.08592,4.548
555012,3,1061,1,940.8,827.904,311.712
555012,4,1594,2,5.994,5.21478,3.054
555012,5,81,1,30.4125,30.4125,13.9875
555013,0,1243,3,300.8,300.8,153.36
555013,1,419,1,922.5,922.5,470.325
555014,0,2088,1,381,354.33,194.2425
555014,1,1422,3,541.8,493.038,249.156
555014,2,1574,2,35.994,30.95484,16.554
555015,0,663,1,620,620,205.425
555016,0,152,7,947.976,872.13792,314.08
555016,1,1575,3,36.594,36.594,16.83
555016,2,1408,2,952.2,942.678,315.486
555016,3,1702,2,11.893,10.82263,3.941
555017,0,57,1,117,117,59.6475
555017,1,9,2,44.9925,44.9925,22.935
556000,0,1922,4,674.25,593.34,310.065
556000,1,50,2,149.9625,128.96775,68.9625
557000,0,1010,2,299.04,269.136,137.52
557000,1,1239,8,252.8,250.272,128.88
557000,2,91,1,112.4925,98.9934,37.2675
557000,3,844,1,67.25,67.25,34.275
557001,0,1485,1,414,364.32,190.386
557001,1,1692,3,4.893,4.35477,2.492
557001,2,1145,1,905.6,905.6,416.448
557001,3,1623,3,131.4,120.888,43.536
557002,0,1279,1,23.984,22.54496,12.224
557002,1,1666,1,11.823,10.52247,3.92
557003,0,1454,3,358.2,358.2,164.718
557003,1,1529,8,459,422.28,211.086
557003,2,1659,1,155.994,135.71478,51.684
557004,0,2030,7,71.2425,61.980975,36.3225
557004,1,1639,7,5.994,5.994,3.054
557005,0,778,6,32.375,32.375,16.5
557005,1,292,1,400,400,183.944
557005,2,489,7,2047.5,2047.5,678.375
557006,0,159,1,879.992,791.9928,404.68
557006,1,1700,2,6.216,6.216,2.856
558000,0,1986,1,104.9925,103.942575,53.5275
558001,0,2494,1,5.292,4.86864,2.7
558001,1,958,7,206.4,179.568,94.912
558001,2,1867,3,1989,1829.88,658.995
558002,0,1648,5,65.994,65.994,33.648
558002,1,1622,1,131.4,131.4,43.536
558002,2,1665,5,3.493,3.07384,1.778
558003,0,55,3,222,195.36,73.5525
558003,1,2061,8,499.455,469.4877,165.48
558004,0,1576,2,7.794,6.85872,3.972
558004,1,179,2,95.2,84.728,43.776
558004,2,2386,2,299.9925,263.9934,137.955
558005,0,1268,2,79.936,79.936,40.752
558005,1,67,2,19.2675,19.074825,9.825
558006,0,113,1,187.4925,187.4925,62.1225
558006,1,83,1,74.9925,69.743025,34.485
558007,0,1857,4,1989.675,1870.2945,659.22
558007,1,1423,9,340.2,312.984,156.438
558007,2,1141,2,697.92,635.1072,231.232
558008,0,2032,7,149.9925,149.9925,68.9775
558008,1,2099,3,193.125,168.01875,98.46
558008,2,1027,2,369.6,325.248,122.448
558009,0,1486,1,518.4,518.4,238.392
558009,1,85,1,74.9925,65.243475,34.485
558009,3,2512,2,233.982,212.92362,77.526
559000,0,1084,8,1033.6,1033.6,342.448
559000,1,82,1,30.4125,30.4125,13.9875
559000,2,1428,2,482.4,429.336,221.832
559001,0,286,1,271.2,271.2,124.712
559001,1,117,2,135.992,135.992,69.336
559001,2,371,7,1497.5,1347.75,688.65
559001,3,1688,1,6.216,6.216,2.856
559002,0,51,1,149.9625,149.9625,68.9625
559002,1,1580,1,131.4,115.632,43.536
559003,0,1462,5,482.4,458.28,221.832
559003,1,1589,2,5.994,5.994,3.054
559004,0,61,5,135.75,130.32,62.43
559005,0,570,1,747.5,665.275,247.65
559005,1,2073,2,499.455,434.52585,165.48
559006,0,2091,3,658.125,592.3125,302.6475
559007,0,814,4,41.25,41.25,18.975
559008,0,76,3,28.4625,28.4625,13.0875
559008,1,2096,2,658.125,625.21875,302.6475
559009,0,84,1,74.9925,74.9925,34.485
559010,0,1601,2,95.994,95.994,44.142
559010,1,1858,3,1492.425,1492.425,686.31
559011,0,551,2,5737.5,5221.125,1900.95
559011,1,1651,2,95.994,95.994,44.142
559012,0,152,1,947.976,947.976,314.08
559012,1,1636,1,7.596,7.14024,3.492
559012,2,1602,7,107.994,107.994,49.662
559012,3,836,3,39.75,38.955,20.275
559012,4,116,1,135.992,121.03288,69.336
560000,0,2109,4,193.125,166.0875,98.46
560001,0,1517,3,480.6,418.122,221.004
560001,1,435,3,674.875,674.875,344.075
560001,2,1176,1,1600,1600,530.112
560001,3,535,1,447.5,398.275,205.8
560001,4,1585,2,13.734,13.734,4.548
560002,0,1823,3,22.4,22.4,11.417
560003,0,374,8,3247.5,3085.125,1075.95
560004,0,164,3,1273.76,1273.76,422.024
560004,1,1596,6,7.596,6.8364,3.492
560005,0,598,3,272.5,247.975,138.925
560006,0,1143,1,524.8,456.576,241.344
560006,1,1202,3,1596.8,1596.8,529.056
560007,0,1989,1,499.455,499.455,165.48
560008,0,1607,2,107.994,100.43442,49.662
560008,1,546,2,747.5,747.5,247.65
560009,0,136,1,279.96,279.96,128.744
560009,1,2076,3,104.9925,90.29355,53.5275
560010,0,117,1,135.992,135.992,69.336
560010,1,1046,4,499.2,499.2,229.568
560010,2,58,6,117,100.62,59.6475
560010,3,1705,3,4.816,4.23808,2.212
560011,0,1234,1,1369.6,1218.944,629.824
560011,1,1634,2,5.994,5.3946,3.054
560012,0,419,1,922.5,922.5,470.325
560012,1,1037,3,301.6,301.6,138.688
560013,0,2118,5,333.75,333.75,153.48
560013,1,1617,5,34.794,30.27078,16.002
561000,0,1577,3,131.4,115.632,43.536
561001,0,59,2,117,104.13,59.6475
561001,1,415,1,815,806.85,415.5
561001,2,1465,3,358.2,325.962,164.718
561002,0,1608,1,65.994,65.33406,33.648
561002,1,1746,1,76.3,76.3,25.277
561003,0,2170,2,1237.5,1113.75,410.01
561003,1,1057,1,940.8,940.8,311.712
561003,2,119,8,95.992,83.51304,48.936
561003,3,441,1,574.75,574.75,293.025
561003,4,678,3,227.5,227.5,115.975
561003,5,2358,1,299.9925,263.9934,137.955
561003,6,510,1,447.5,384.85,205.8
561004,0,2025,2,499.455,434.52585,165.48
561004,1,2374,3,149.9925,149.9925,76.47
561004,2,1038,3,299.04,299.04,137.52
561004,3,361,3,972.5,865.525,495.8
561005,0,985,3,369.6,369.6,122.448
561006,0,180,3,55.2,49.68,28.144
561006,1,1213,2,272,247.52,138.672
561006,2,190,3,45.52,45.52,23.208
561006,3,1682,2,6.293,5.47491,2.891
561006,4,656,1,395,355.5,181.65
561006,5,1649,2,155.994,137.27472,51.684
561006,6,2108,3,381,350.52,194.2425
561007,0,1586,5,7.596,6.91236,3.492
561008,0,1604,4,155.994,148.1943,51.684
561008,1,643,1,422.5,371.8,194.3
561008,2,270,1,343.2,343.2,157.824
561009,0,1637,9,10.794,10.03842,4.962
562000,0,2153,1,559.4925,520.328025,257.2875
562001,0,1713,1,49.091,49.091,22.575
562001,1,578,2,2497.5,2497.5,1148.5
562001,2,1871,1,749.25,749.25,381.99
562001,3,411,1,1747.5,1747.5,803.6
562001,4,108,1,99.7425,99.7425,45.87
562001,5,2104,2,193.125,171.88125,98.46
562002,0,1677,4,3.493,3.493,1.778
562002,1,1287,2,124.784,114.80128,63.616
562002,2,738,2,570,570,188.85
562002,3,456,4,1397.5,1215.825,642.65
562002,4,334,1,799.2,799.2,264.792
562003,0,1623,3,131.4,116.946,43.536
562003,1,641,7,627.5,577.3,288.575
562004,0,1636,1,7.596,6.68448,3.492
562005,0,1603,2,65.994,65.994,33.648
562005,1,1483,3,484.2,426.096,222.66
562006,0,426,2,1249.75,1124.775,637.15
562006,1,113,4,187.4925,178.117875,62.1225
562006,2,1275,1,83.408,83.408,42.528
562006,3,1581,1,131.4,119.574,43.536
562006,4,2109,8,193.125,179.60625,98.46
562006,5,2083,6,74.9925,65.9934,38.235
562007,0,1608,3,65.994,58.07472,33.648
562007,1,356,1,1142.25,1016.6025,525.275
562007,2,1660,1,173.994,158.33454,57.648
562007,3,392,2,957.375,880.785,488.1
562008,0,1584,3,5.994,5.3946,3.054
562009,0,1306,2,108.8,103.36,50.032
562009,1,1642,1,34.728,30.90792,15.972
562010,0,1678,6,11.823,10.52247,3.92
562010,1,313,2,215.2,215.2,109.712
562010,2,99,6,90,79.2,41.385
562011,0,1987,1,74.9925,74.9925,38.235
562011,1,184,8,79.2,76.824,36.424
562011,2,392,4,957.375,852.06375,488.1
562012,0,1604,6,155.994,137.27472,51.684
562013,0,1628,3,8.334,7.25058,3.834
562014,0,2057,1,134.9925,134.9925,62.0775
562014,1,1457,2,340.2,340.2,156.438
562014,2,884,1,375,337.5,124.25
562015,0,997,2,315.04,315.04,144.88
562015,1,80,6,30.4125,30.4125,13.9875
562015,2,1621,1,7.794,7.794,3.972
562015,3,1157,1,2528,2249.92,837.584
562016,0,1936,1,224.9925,200.243325,114.705
562016,1,2153,1,559.4925,559.4925,257.2875
562017,0,174,4,103.92,93.528,34.432
562017,1,428,3,2422.5,2422.5,802.625
563000,0,278,2,288,285.12,146.832
563000,1,1750,1,76.3,76.3,25.277
563000,2,1608,7,65.994,60.71448,33.648
564000,0,1844,3,1363.5,1363.5,627.0225
564000,1,1645,2,34.728,34.728,15.972
564000,2,355,1,908.75,836.05,463.3
564000,3,1627,1,10.794,10.794,4.962
564000,4,1646,5,95.994,95.994,44.142
564000,5,119,1,95.992,87.35272,48.936
564000,6,424,1,674.875,668.12625,344.075
564001,0,1044,1,1003.2,943.008,332.384
564002,0,436,2,922.5,922.5,470.325
564002,1,2055,4,499.455,434.52585,165.48
564003,0,1649,2,155.994,135.71478,51.684
564004,0,1615,6,173.994,173.994,57.648
564005,0,1272,10,11.12,11.12,5.664
564005,1,604,1,1247.5,1172.65,636
564005,2,2101,6,658.125,625.21875,302.6475
565000,0,1005,2,428.8,377.344,142.064
565000,1,2273,8,172.4925,153.518325,79.32
565001,0,2164,8,1237.5,1237.5,410.01
565001,1,2089,2,193.125,193.125,98.46
565001,2,423,2,1497.5,1497.5,688.65
565002,0,1517,4,480.6,422.928,221.004
565002,1,2005,1,74.9925,74.9925,38.235
565003,0,2101,2,658.125,572.56875,302.6475
565003,1,1762,2,21.973,20.21516,11.2
565004,0,2078,1,71.2425,71.2425,36.3225
565004,1,809,7,99.75,99.75,50.85
565004,2,1953,2,369.75,317.985,170.0325
565004,3,433,5,2422.5,2422.5,802.625
565004,4,454,1,674.75,607.275,344
565005,0,1646,4,95.994,95.994,44.142
565005,1,1254,4,31.984,29.10544,16.304
565005,2,2106,2,658.125,592.3125,302.6475
565005,3,1368,1,72.342,72.342,33.264
565006,0,1575,1,36.594,36.594,16.83
565006,1,1602,3,107.994,107.994,49.662
565007,0,71,3,35.9625,35.9625,16.5375
565008,0,89,1,112.4925,101.24325,37.2675
565008,1,68,4,19.2675,19.2675,9.825
565008,2,452,2,549.875,472.8925,280.35
565009,0,1434,2,482.4,429.336,221.832
565009,1,1778,2,30.1,30.1,15.344
565009,2,1639,6,5.994,5.45454,3.054
566000,0,2083,1,74.9925,67.49325,38.235
566000,1,127,3,114.72,114.72,58.488
566000,2,1571,1,34.194,34.194,15.726
566000,3,1553,2,482.4,424.512,221.832
566001,0,560,1,475,418,218.425
566001,1,1120,8,1051.2,1009.152,348.288
566001,2,1111,5,524.8,467.072,241.344
566002,0,1704,5,4.893,4.30584,2.492
566002,1,116,5,135.992,119.67296,69.336
566003,0,458,4,574.75,574.75,293.025
566004,0,72,1,35.9625,31.647,16.5375
566004,1,889,1,125,118.75,63.725
566005,0,2397,2,476.9925,476.9925,158.04
566005,1,2489,4,26.982,26.982,13.752
566006,0,1663,4,4.823,4.24424,2.219
566006,1,1619,2,35.994,31.31478,16.554
566006,2,1274,1,83.408,73.39904,42.528
566007,0,2419,3,19.4925,19.4925,9.9375
566008,0,1326,1,77.382,69.6438,25.632
566009,0,425,8,922.5,857.925,470.325
566010,0,1832,7,1989,1989,658.995
566010,1,1171,2,1048,1048,481.936
566010,2,64,9,135.75,135.75,62.43
566011,0,1146,8,1012.8,972.288,465.744
566011,1,1307,1,108.8,108.8,50.032
566011,2,1440,6,340.2,340.2,156.438
566011,3,1591,7,7.596,7.596,3.492
566012,0,1640,7,13.734,12.08592,4.548
566012,1,1186,1,1376,1183.36,632.768
567000,0,1079,6,572.8,555.616,263.408
567001,0,428,1,2422.5,2107.575,802.625
567002,0,2492,2,44.982,44.982,22.932
567003,0,2504,1,17.982,16.00398,9.162
567005,0,64,4,135.75,134.3925,62.43
567006,0,99,1,90,90,41.385
567007,0,739,2,590,590,195.475
567008,0,2382,1,82.4925,76.718025,42.06
567008,1,1027,2,369.6,317.856,122.448
567008,2,408,2,1895,1895,871.45
567009,0,1367,8,64.782,61.5429,29.79
567010,0,377,1,1497.5,1362.725,688.65
567010,1,2128,8,1237.5,1188,410.01
567010,2,119,4,95.992,95.992,48.936
567011,0,445,2,1397.5,1271.725,642.65
567012,0,1200,3,1600,1392,530.112
567012,1,76,2,28.4625,28.4625,13.0875
567013,0,1631,5,7.596,6.98832,3.492
567013,1,59,2,117,117,59.6475
568000,0,2107,3,593.25,593.25,272.8125
568000,1,2047,6,74.9925,74.9925,38.235
568000,2,1387,3,52.182,48.00744,23.994
568001,0,129,1,160,147.2,81.576
568002,0,1817,2,22.4,21.504,11.417
568003,0,2505,1,17.982,16.72326,9.162
568003,1,87,3,74.9925,74.9925,34.485
568004,0,276,3,423.2,397.808,194.616
568005,0,627,4,1247.5,1122.75,636
568005,1,1353,1,48.582,45.66708,22.338
568006,0,1546,4,543.6,489.24,180.108
568007,0,1516,2,518.4,466.56,238.392
568007,1,1579,5,131.4,122.202,43.536
568007,2,1325,1,71.982,66.94326,33.102
568008,0,2511,2,7.308,7.308,3.726
568008,1,2160,8,333.75,333.75,153.48
568008,2,561,1,347.5,309.275,177.175
568008,3,1609,9,155.994,154.43406,51.684
569000,0,1153,2,1598.4,1374.624,529.584
569001,0,1954,5,224.9925,222.742575,114.705
569001,1,1591,2,7.596,6.76044,3.492
569002,0,1319,7,41.382,41.382,19.026
569003,0,4,6,16.1775,16.1775,8.25
569004,0,1709,2,49.091,49.091,22.575
569004,1,181,2,103.2,103.2,47.456
569004,3,1606,3,95.994,88.31448,44.142
569005,0,1601,3,95.994,95.994,44.142
569005,1,442,1,674.75,587.0325,344
569006,0,2082,5,104.9925,90.29355,53.5275
569006,1,188,2,93.52,93.52,43.008
569006,2,2475,7,22.4925,21.367875,11.4675
569006,3,1775,1,30.1,26.488,15.344
569006,4,1571,1,34.194,34.194,15.726
569006,5,1649,2,155.994,155.994,51.684
569007,0,1626,4,131.4,118.26,43.536
569007,1,2022,1,104.9925,104.9925,53.5275
569007,2,2029,2,74.9925,67.49325,38.235
569007,3,143,6,239.992,206.39312,122.352
569008,0,91,7,112.4925,112.4925,37.2675
569009,0,146,3,2319.992,2319.992,768.656
569010,0,103,3,86.25,86.25,39.66
569010,1,1408,3,952.2,856.98,315.486
569010,2,1086,2,486.4,486.4,223.68
569010,3,1604,1,155.994,143.51448,51.684
569010,4,1432,1,540,513,248.328
569010,5,67,7,19.2675,19.2675,9.825
569010,6,1586,6,7.596,7.596,3.492
569011,0,301,1,255.2,255.2,130.112
569011,1,1562,3,428.4,428.4,197.01
569012,0,1596,1,7.596,6.98832,3.492
569012,1,143,1,239.992,225.59248,122.352
569012,2,986,2,206.4,206.4,94.912
569013,0,430,1,674.875,674.875,344.075
569013,1,1659,1,155.994,134.15484,51.684
569013,2,1433,4,554.4,510.048,254.952
569013,3,457,1,549.875,500.38625,280.35
569013,4,293,2,399.2,371.256,183.576
569014,0,84,5,74.9925,70.49295,34.485
569014,2,744,3,99.75,99.75,50.85
571000,0,1304,5,108.8,100.096,50.032
571001,0,2482,1,262.5,233.625,120.7125
571001,1,438,1,2297.5,1975.85,761.2
571001,2,1081,1,908.8,808.832,301.104
571002,0,2095,2,1106.25,1106.25,366.525
571002,1,141,5,239.992,239.992,122.352
571003,0,1606,10,95.994,90.23436,44.142
571003,1,2445,2,3.7425,3.330825,1.905
571004,0,1850,3,1199.925,1031.9355,611.76
572000,0,1573,3,35.394,34.33218,16.278
572001,0,1783,2,30.1,30.1,15.344
572002,0,2111,2,658.125,658.125,302.6475
572003,0,459,6,674.75,593.78,344
572003,1,1666,2,11.823,11.823,3.92
572003,2,1633,4,8.334,7.25058,3.834
572003,3,1764,9,32.76,32.76,16.702
572004,0,156,3,375.976,349.65768,172.896
572004,1,147,3,2319.992,2319.992,768.656
572004,2,1669,1,4.823,4.14778,2.219
572005,0,1082,7,486.4,486.4,223.68
573000,0,1000,1,206.4,206.4,94.912
573001,0,186,6,71.92,71.92,36.664
573002,0,1687,7,4.816,4.816,2.212
573003,0,2158,1,1237.5,1237.5,410.01
573003,1,2513,6,233.982,201.22452,77.526
573003,2,1446,3,520.2,483.786,239.22
573003,3,1413,2,538.2,478.998,247.5
573004,0,181,1,103.2,92.88,47.456
573005,0,675,3,547.5,547.5,181.4
573005,1,52,1,149.9625,128.96775,68.9625
573005,2,150,4,947.976,947.976,314.08
573005,3,2105,1,1106.25,1106.25,366.525
573005,4,139,1,399.992,399.992,183.944
573005,5,1913,5,209.9925,209.9925,107.0625
573006,0,1285,4,39.984,39.984,20.384
574000,0,453,3,574.75,528.77,293.025
574000,1,1580,2,131.4,113.004,43.536
574000,2,2045,2,134.9925,120.143325,62.0775
574000,3,1559,2,538.2,473.616,247.5
574001,0,111,1,187.4925,187.4925,62.1225
574002,0,448,1,674.75,674.75,344
574003,0,1607,2,107.994,107.994,49.662
574003,1,166,1,95.2,84.728,43.776
574004,0,2515,6,6.03,6.03,3.078
574004,1,2091,1,658.125,572.56875,302.6475
574004,2,1625,1,131.4,122.202,43.536
574005,0,720,5,590,584.1,195.475
574006,0,2064,6,104.9925,97.643025,53.5275
574006,1,1601,6,95.994,95.994,44.142
574006,2,74,4,28.4625,25.61625,13.0875
574006,3,1250,7,95.984,87.34544,48.928
574006,4,436,1,922.5,922.5,470.325
575000,0,1074,4,499.2,449.28,229.568
575000,1,24,1,149.925,128.9355,68.9475
575000,3,2052,4,104.9925,104.9925,53.5275
575001,0,632,3,347.5,309.275,177.175
575002,0,1003,6,264,232.32,121.408
575002,1,1091,4,572.8,544.16,263.408
575003,0,2099,6,193.125,171.88125,98.46
575003,1,1741,2,19.6,19.6,9.996
575003,2,117,9,135.992,119.67296,69.336
575003,3,1376,4,55.8,50.22,18.486
576000,0,2105,2,1106.25,1050.9375,366.525
576000,1,1167,6,256,256,130.512
576001,0,102,2,86.25,86.25,39.66
576002,0,372,4,1895,1895,871.45
576002,1,1518,1,540,475.2,248.328
576002,2,1529,1,459,459,211.086
576003,0,80,1,30.4125,30.4125,13.9875
576003,1,2087,2,593.25,539.8575,272.8125
576003,2,583,2,627.5,608.675,207.9
576003,3,1455,2,522,522,240.048
576003,4,1729,3,54.376,47.30712,25.004
576003,5,52,1,149.9625,142.464375,68.9625
576004,0,1604,2,155.994,137.27472,51.684
576005,0,89,2,112.4925,98.9934,37.2675
576005,1,1720,2,49.091,49.091,22.575
576005,2,811,6,41.25,35.8875,18.975
576005,3,1835,1,1199.25,1055.34,611.415
576006,0,2014,3,149.9925,128.99355,68.9775
576007,0,139,1,399.992,363.99272,183.944
576007,1,2053,4,74.9925,64.49355,38.235
576007,2,1071,1,540.8,475.904,248.688
576007,3,1976,1,674.25,674.25,310.065
576007,4,32,1,191.25,191.25,63.3675
576007,5,2088,1,381,381,194.2425
576007,6,1842,2,1989,1829.88,658.995
578000,0,1467,1,541.8,541.8,249.156
578001,0,1659,7,155.994,138.83466,51.684
578001,1,7,2,16.1775,14.397975,8.25
578002,0,2433,2,21.8175,21.8175,11.1225
578002,1,1651,7,95.994,95.994,44.142
578002,2,1478,3,540,475.2,248.328
579000,0,1300,4,152,133.76,69.904
579000,1,1346,4,41.4,37.26,19.044
579000,2,1047,10,540.8,540.8,248.688
