OrderKey,LineNumber,OrderDate,DeliveryDate,CustomerKey,StoreKey,ProductKey,Quantity,UnitPrice,NetPrice,UnitCost,CurrencyCode,ExchangeRate
1973017,0,2021-05-26,2021-05-26,1724957,450,1242,1,921.8,792.748,423.907,USD,1.00000
1973017,1,2021-05-26,2021-05-26,1724957,450,1246,1,173.8,165.11,88.605,USD,1.00000
1973017,2,2021-05-26,2021-05-26,1724957,450,137,8,474.9905,474.9905,218.4335,USD,1.00000
1973017,3,2021-05-26,2021-05-26,1724957,450,674,3,313.5,313.5,103.875,USD,1.00000
1973017,4,2021-05-26,2021-05-26,1724957,450,1644,4,75.244,65.46228,34.606,USD,1.00000
1973017,5,2021-05-26,2021-05-26,1724957,450,1466,1,406,385.7,186.704,USD,1.00000
1973017,6,2021-05-26,2021-05-26,1724957,450,444,2,1378.5,1378.5,456.72,USD,1.00000
1973018,0,2021-05-26,2021-05-26,1361201,430,477,3,928.5,928.5,307.635,USD,1.00000
1973019,0,2021-05-26,2021-05-26,1802432,590,53,2,266.4,237.096,88.263,USD,1.00000
1973019,1,2021-05-26,2021-05-26,1802432,590,417,2,898.5,817.635,413.19,USD,1.00000
1973020,0,2021-05-26,2021-05-28,2037316,999999,696,5,285,256.5,131.055,USD,1.00000
1973020,1,2021-05-26,2021-05-28,2037316,999999,2106,3,789.75,789.75,363.177,USD,1.00000
1973020,2,2021-05-26,2021-05-28,2037316,999999,1438,1,406,401.94,186.704,USD,1.00000
1973021,0,2021-05-26,2021-05-29,1901090,999999,1776,2,38.7,33.669,19.728,USD,1.00000
1973022,0,2021-05-26,2021-05-26,1784448,470,1386,2,37.786,37.786,17.374,USD,1.00000
1973022,1,2021-05-26,2021-05-26,1784448,470,168,7,122.55,122.55,56.354,USD,1.00000
1973023,0,2021-05-26,2021-05-31,2029198,999999,1677,1,4.491,4.17663,2.286,USD,1.00000
1973024,0,2021-05-26,2021-05-26,1426353,590,1624,7,284.7,256.23,94.328,USD,1.00000
1973025,0,2021-05-26,2021-05-31,1655024,999999,119,3,113.9905,113.9905,58.1115,USD,1.00000
1973025,1,2021-05-26,2021-05-31,1655024,999999,1681,4,6.201,6.13899,2.853,USD,1.00000
1973025,2,2021-05-26,2021-05-31,1655024,999999,1803,7,28.8,26.784,14.679,USD,1.00000
1973025,3,2021-05-26,2021-05-31,1655024,999999,1664,3,8.091,7.03917,3.717,USD,1.00000
1973026,0,2021-05-26,2021-05-26,952743,370,442,3,404.85,404.85,206.4,GBP,0.70594
1973026,1,2021-05-26,2021-05-26,952743,370,1699,1,6.192,5.8824,2.844,GBP,0.70594
1974000,0,2021-05-27,2021-05-27,640729,150,495,10,208.5,208.5,106.305,EUR,0.81981
1974000,1,2021-05-27,2021-05-27,640729,150,643,3,253.5,253.5,116.58,EUR,0.81981
1974001,0,2021-05-27,2021-05-27,1904442,510,1819,2,28.8,27.36,14.679,USD,1.00000
1974001,1,2021-05-27,2021-05-27,1904442,510,1631,2,16.458,14.31846,7.566,USD,1.00000
1974001,2,2021-05-27,2021-05-27,1904442,510,1738,4,25.2,22.68,12.852,USD,1.00000
1974001,3,2021-05-27,2021-05-27,1904442,510,1648,3,142.987,127.25843,72.904,USD,1.00000
1974001,4,2021-05-27,2021-05-27,1904442,510,441,3,344.85,317.262,175.815,USD,1.00000
1974001,5,2021-05-27,2021-05-27,1904442,510,1825,3,28.8,28.224,14.679,USD,1.00000
1974002,0,2021-05-27,2021-05-27,2061627,620,456,4,838.5,821.73,385.59,USD,1.00000
1974002,1,2021-05-27,2021-05-27,2061627,620,1488,6,420,369.6,193.144,USD,1.00000
1974003,0,2021-05-27,2021-05-27,1985878,540,601,1,1048.5,1048.5,482.16,USD,1.00000
1974003,1,2021-05-27,2021-05-27,1985878,540,739,3,354,354,117.285,USD,1.00000
1974004,0,2021-05-27,2021-05-27,1946682,490,1427,1,322,276.92,148.078,USD,1.00000
1974006,0,2021-05-27,2021-05-31,1303006,999999,146,1,2754.9905,2727.440595,912.779,USD,1.00000
1974006,1,2021-05-27,2021-05-31,1303006,999999,1410,2,322,280.14,148.078,USD,1.00000
1974007,0,2021-05-27,2021-05-27,536100,260,1653,2,142.987,125.82856,72.904,EUR,0.81981
1974008,0,2021-05-27,2021-05-27,1949708,430,1056,1,689.7,634.524,228.514,USD,1.00000
1974008,1,2021-05-27,2021-05-27,1949708,430,1569,2,418.6,418.6,192.5,USD,1.00000
1974009,0,2021-05-27,2021-05-30,1746701,999999,2348,3,572.391,526.59972,189.648,USD,1.00000
1974009,1,2021-05-27,2021-05-30,1746701,999999,50,7,179.955,163.75905,82.755,USD,1.00000
1974009,2,2021-05-27,2021-05-30,1746701,999999,1490,3,180.6,180.6,92.078,USD,1.00000
1974010,0,2021-05-27,2021-05-27,1658690,605,392,2,574.425,574.425,292.86,USD,1.00000
1974010,1,2021-05-27,2021-05-27,1658690,605,520,3,1018.5,926.835,337.455,USD,1.00000
1974011,0,2021-05-27,2021-05-27,1526638,470,2352,9,269.991,269.991,137.646,USD,1.00000
1974011,1,2021-05-27,2021-05-27,1526638,470,127,4,136.23,119.8824,69.4545,USD,1.00000
1974012,0,2021-05-27,2021-05-27,1634598,590,450,6,1378.5,1378.5,456.72,USD,1.00000
1974012,1,2021-05-27,2021-05-27,1634598,590,446,3,329.925,313.42875,168.21,USD,1.00000
1974013,0,2021-05-27,2021-05-27,30989,40,851,3,346.35,346.35,114.75,AUD,1.29144
1974013,1,2021-05-27,2021-05-27,30989,40,975,1,181.5,170.61,83.468,AUD,1.29144
1974014,0,2021-05-27,2021-05-27,896185,310,1484,3,291.2,270.816,133.91,EUR,0.81981
1974015,0,2021-05-27,2021-05-27,383397,80,1472,5,334.6,307.832,153.874,CAD,1.20889
1974015,1,2021-05-27,2021-05-27,383397,80,426,5,749.85,667.3665,382.29,CAD,1.20889
1974016,0,2021-05-27,2021-06-03,749930,999999,32,1,229.5,199.665,76.041,EUR,0.81981
1974016,1,2021-05-27,2021-06-03,749930,999999,2507,1,6.636,5.83968,3.388,EUR,0.81981
1974017,0,2021-05-27,2021-05-30,983986,999999,146,5,2754.9905,2754.9905,912.779,GBP,0.70559
1974017,1,2021-05-27,2021-05-30,983986,999999,1576,2,16.887,16.887,8.606,GBP,0.70559
1974018,0,2021-05-27,2021-05-27,2026278,530,1365,2,40.586,39.36842,18.662,USD,1.00000
1974018,1,2021-05-27,2021-05-27,2026278,530,755,1,38.25,34.8075,19.5,USD,1.00000
1974018,2,2021-05-27,2021-05-27,2026278,530,524,6,268.5,268.5,123.48,USD,1.00000
1974019,0,2021-05-27,2021-05-27,1874186,510,1696,2,15.291,13.7619,5.067,USD,1.00000
1974019,1,2021-05-27,2021-05-27,1874186,510,429,2,899.85,773.871,413.805,USD,1.00000
1974020,0,2021-05-27,2021-05-27,230083,90,1619,4,77.987,69.40843,35.867,CAD,1.20889
1974021,0,2021-05-27,2021-05-27,265367,74,1369,1,61.334,61.334,28.21,CAD,1.20889
1974022,0,2021-05-27,2021-05-27,1984645,590,715,1,223.5,194.445,102.78,USD,1.00000
1974022,1,2021-05-27,2021-05-27,1984645,590,1637,3,23.387,20.81443,10.751,USD,1.00000
1974022,2,2021-05-27,2021-05-27,1984645,590,2063,1,161.991,142.55208,74.493,USD,1.00000
1974022,3,2021-05-27,2021-05-27,1984645,590,1583,1,18.057,16.79301,8.307,USD,1.00000
1974023,0,2021-05-27,2021-05-27,1845918,605,1560,3,462,415.8,212.464,USD,1.00000
1974023,1,2021-05-27,2021-05-27,1845918,605,1710,4,63.117,63.117,29.025,USD,1.00000
1974023,2,2021-05-27,2021-05-27,1845918,605,1614,2,337.987,294.04869,111.982,USD,1.00000
1974023,3,2021-05-27,2021-05-27,1845918,605,1641,6,16.458,14.48304,7.566,USD,1.00000
1974024,0,2021-05-27,2021-05-30,934355,999999,1053,1,646.8,582.12,214.302,GBP,0.70559
1974024,1,2021-05-27,2021-05-30,934355,999999,147,1,2754.9905,2644.79088,912.779,GBP,0.70559
1974024,2,2021-05-27,2021-05-30,934355,999999,1320,1,37.786,34.76312,17.374,GBP,0.70559
1974025,0,2021-05-27,2021-05-27,1555318,585,1502,7,334.6,291.102,153.874,USD,1.00000
1974026,0,2021-05-27,2021-05-27,1676286,480,1049,4,646.8,627.396,214.302,USD,1.00000
1974027,0,2021-05-27,2021-05-27,1295713,670,894,7,89.985,89.985,45.87,USD,1.00000
1975000,0,2021-05-28,2021-05-28,1854262,610,1297,7,27.5,23.65,12.65,USD,1.00000
1975000,1,2021-05-28,2021-05-28,1854262,610,558,4,448.5,444.015,148.59,USD,1.00000
1975000,2,2021-05-28,2021-05-28,1854262,610,1554,3,417.2,417.2,191.856,USD,1.00000
1975000,3,2021-05-28,2021-05-28,1854262,610,1528,1,422.8,422.8,140.084,USD,1.00000
1975001,0,2021-05-28,2021-05-28,116252,35,441,2,344.85,303.468,175.815,AUD,1.30094
1975001,1,2021-05-28,2021-05-28,116252,35,106,1,119.691,112.50954,55.044,AUD,1.30094
1975002,0,2021-05-28,2021-05-28,167698,10,33,9,229.5,197.37,76.041,AUD,1.30094
1975003,0,2021-05-28,2021-05-28,1247341,610,1575,2,79.287,71.3583,36.465,USD,1.00000
1975004,0,2021-05-28,2021-05-28,2039461,490,1443,3,824.6,775.124,273.21,USD,1.00000
1975004,1,2021-05-28,2021-05-28,2039461,490,2488,2,20.986,18.8874,10.696,USD,1.00000
1975004,2,2021-05-28,2021-05-28,2039461,490,1668,2,6.291,5.53608,3.204,USD,1.00000
1975005,0,2021-05-28,2021-06-04,1896725,999999,1066,3,343.2,298.584,157.828,USD,1.00000
1975005,1,2021-05-28,2021-06-04,1896725,999999,1596,1,16.458,15.14136,7.566,USD,1.00000
1975006,0,2021-05-28,2021-06-01,425967,999999,443,7,523.5,523.5,240.735,EUR,0.82359
1975006,1,2021-05-28,2021-06-01,425967,999999,452,9,329.925,329.925,168.21,EUR,0.82359
1975006,2,2021-05-28,2021-06-01,425967,999999,1666,2,15.201,15.201,5.04,EUR,0.82359
1975007,0,2021-05-28,2021-06-01,1292998,999999,2050,3,179.991,160.19199,82.773,USD,1.00000
1975007,1,2021-05-28,2021-06-01,1292998,999999,1402,2,61.334,53.97392,28.21,USD,1.00000
1975008,0,2021-05-28,2021-05-28,576957,210,1520,1,392,344.96,180.264,EUR,0.82359
1975008,1,2021-05-28,2021-05-28,576957,210,1704,5,6.291,5.6619,3.204,EUR,0.82359
1975009,0,2021-05-28,2021-05-28,943219,390,108,2,119.691,110.11572,55.044,GBP,0.70635
1975010,0,2021-05-28,2021-05-28,1158967,360,2059,6,89.991,89.991,45.882,GBP,0.70635
1975011,0,2021-05-28,2021-05-31,1962986,999999,2512,5,181.986,180.16614,60.298,USD,1.00000
1975011,1,2021-05-28,2021-05-31,1962986,999999,1876,1,899.1,899.1,458.388,USD,1.00000
1975011,2,2021-05-28,2021-05-31,1962986,999999,585,1,208.5,208.5,106.305,USD,1.00000
1975012,0,2021-05-28,2021-05-28,260865,90,525,1,148.5,148.5,75.705,CAD,1.21158
1975013,0,2021-05-28,2021-05-28,1139883,400,51,3,179.955,156.56085,82.755,GBP,0.70635
1975013,1,2021-05-28,2021-05-28,1139883,400,1571,1,74.087,74.087,34.073,GBP,0.70635
1975013,2,2021-05-28,2021-05-28,1139883,400,1441,1,280,249.2,128.758,GBP,0.70635
1975014,0,2021-05-28,2021-05-28,799784,290,1618,2,76.687,65.95082,35.269,EUR,0.82359
1975015,0,2021-05-28,2021-05-28,67203,50,448,1,404.85,356.268,206.4,AUD,1.30094
1975016,0,2021-05-28,2021-05-28,1625594,590,1416,1,431.2,370.832,198.296,USD,1.00000
1975016,1,2021-05-28,2021-05-28,1625594,590,1654,1,337.987,337.987,111.982,USD,1.00000
1975017,0,2021-05-28,2021-06-03,1533156,999999,1488,1,420,407.4,193.144,USD,1.00000
1975017,1,2021-05-28,2021-06-03,1533156,999999,1625,1,284.7,284.7,94.328,USD,1.00000
1975018,0,2021-05-28,2021-05-28,880550,310,1188,4,198,176.22,100.947,EUR,0.82359
1975019,0,2021-05-28,2021-05-31,1711769,999999,1539,3,434,434,199.584,USD,1.00000
1975019,1,2021-05-28,2021-05-31,1711769,999999,113,1,224.991,206.99172,74.547,USD,1.00000
1975019,2,2021-05-28,2021-05-31,1711769,999999,417,1,898.5,898.5,413.19,USD,1.00000
1975020,0,2021-05-28,2021-05-28,1015096,420,430,3,404.925,404.925,206.445,GBP,0.70635
1976000,0,2021-05-29,2021-05-29,1322735,500,660,2,238.5,214.65,109.68,USD,1.00000
1976001,0,2021-05-29,2021-05-31,1601843,999999,109,2,119.691,119.691,55.044,USD,1.00000
1976001,1,2021-05-29,2021-05-31,1601843,999999,392,1,574.425,505.494,292.86,USD,1.00000
1976001,2,2021-05-29,2021-05-31,1601843,999999,1796,2,38.7,34.83,19.728,USD,1.00000
1976001,3,2021-05-29,2021-05-31,1601843,999999,417,8,898.5,817.635,413.19,USD,1.00000
1976001,4,2021-05-29,2021-05-31,1601843,999999,1699,3,6.192,6.192,2.844,USD,1.00000
1976001,5,2021-05-29,2021-05-31,1601843,999999,441,4,344.85,344.85,175.815,USD,1.00000
1976002,0,2021-05-29,2021-05-31,1754155,999999,1654,1,337.987,310.94804,111.982,USD,1.00000
1976003,0,2021-05-29,2021-05-29,191364,60,370,1,574.425,574.425,292.86,AUD,1.30094
1976004,0,2021-05-29,2021-05-29,2092762,605,1408,8,740.6,673.946,245.378,USD,1.00000
1976004,1,2021-05-29,2021-05-29,2092762,605,1391,1,55.986,55.42614,25.746,USD,1.00000
1976005,0,2021-05-29,2021-05-29,1822051,590,1551,5,418.6,418.6,192.5,USD,1.00000
1976005,1,2021-05-29,2021-05-29,1822051,590,444,5,1378.5,1378.5,456.72,USD,1.00000
1976005,2,2021-05-29,2021-05-29,1822051,590,1672,2,15.201,15.201,5.04,USD,1.00000
1976005,3,2021-05-29,2021-05-29,1822051,590,1584,1,12.987,11.55843,6.617,USD,1.00000
1976006,0,2021-05-29,2021-06-02,624053,999999,1572,1,75.387,66.34056,34.671,EUR,0.82359
1976006,1,2021-05-29,2021-06-02,624053,999999,64,7,162.9,162.9,74.916,EUR,0.82359
1976006,2,2021-05-29,2021-06-02,624053,999999,982,1,205.59,191.1987,94.545,EUR,0.82359
1976006,3,2021-05-29,2021-06-02,624053,999999,1774,9,38.7,38.7,19.728,EUR,0.82359
1976006,4,2021-05-29,2021-06-02,624053,999999,1590,9,29.757,26.7813,9.854,EUR,0.82359
1976006,5,2021-05-29,2021-06-02,624053,999999,487,8,88.5,88.5,45.12,EUR,0.82359
1976006,6,2021-05-29,2021-06-02,624053,999999,440,3,329.925,329.925,168.21,EUR,0.82359
1976007,0,2021-05-29,2021-05-29,806703,320,1571,2,74.087,66.6783,34.073,EUR,0.82359
1976008,0,2021-05-29,2021-05-29,316946,74,1513,2,376.6,346.472,173.18,CAD,1.21158
1976008,1,2021-05-29,2021-05-29,316946,74,56,2,266.4,231.768,88.263,CAD,1.21158
1976009,0,2021-05-29,2021-05-29,1635100,605,340,1,1228.5,1093.365,564.945,USD,1.00000
1976009,1,2021-05-29,2021-05-29,1635100,605,778,1,19.425,17.4825,9.9,USD,1.00000
1976009,2,2021-05-29,2021-05-29,1635100,605,25,2,179.91,163.7181,82.737,USD,1.00000
1976010,0,2021-05-29,2021-05-29,1748883,650,2091,1,789.75,694.98,363.177,USD,1.00000
1976010,1,2021-05-29,2021-05-29,1748883,650,49,4,179.955,179.955,82.755,USD,1.00000
1976010,2,2021-05-29,2021-05-29,1748883,650,128,2,136.23,126.6939,69.4545,USD,1.00000
1976010,3,2021-05-29,2021-05-29,1748883,650,433,2,1453.5,1424.43,481.575,USD,1.00000
1976010,4,2021-05-29,2021-05-29,1748883,650,1432,2,420,420,193.144,USD,1.00000
1976011,0,2021-05-29,2021-05-29,1513839,585,543,1,343.5,295.41,175.125,USD,1.00000
1976011,1,2021-05-29,2021-05-29,1513839,585,2343,4,305.1,305.1,140.301,USD,1.00000
1976011,2,2021-05-29,2021-05-29,1513839,585,965,2,309.1,309.1,157.586,USD,1.00000
1976011,3,2021-05-29,2021-05-29,1513839,585,1759,2,94.401,94.401,31.275,USD,1.00000
1976011,4,2021-05-29,2021-05-29,1513839,585,1413,3,418.6,418.6,192.5,USD,1.00000
1976012,0,2021-05-29,2021-05-29,1339515,650,547,1,376.5,353.91,173.145,USD,1.00000
1976013,0,2021-05-29,2021-05-29,613495,150,1127,1,360.8,360.8,165.924,EUR,0.82359
1976013,1,2021-05-29,2021-05-29,613495,150,1423,6,264.6,235.494,121.674,EUR,0.82359
1976014,0,2021-05-29,2021-06-03,1744260,999999,1597,2,75.244,69.22448,34.606,USD,1.00000
1976015,0,2021-05-29,2021-05-29,337122,80,2097,4,711.9,647.829,327.375,CAD,1.21158
1976016,0,2021-05-29,2021-05-29,316589,74,418,7,404.925,404.925,206.445,CAD,1.21158
1976017,0,2021-05-29,2021-05-29,44678,10,2493,2,34.986,31.83726,17.836,AUD,1.30094
1976018,0,2021-05-29,2021-05-29,1243582,570,548,1,285,256.5,131.055,USD,1.00000
1976018,1,2021-05-29,2021-05-29,1243582,570,1479,5,434,403.62,199.584,USD,1.00000
1976018,2,2021-05-29,2021-05-29,1243582,570,1263,2,76.989,76.989,39.248,USD,1.00000
1976018,3,2021-05-29,2021-05-29,1243582,570,1569,1,418.6,418.6,192.5,USD,1.00000
1976018,4,2021-05-29,2021-05-29,1243582,570,58,5,140.4,136.188,71.577,USD,1.00000
1976018,5,2021-05-29,2021-05-29,1243582,570,431,2,553.5,487.08,282.195,USD,1.00000
1976019,0,2021-05-29,2021-05-29,1427040,650,578,2,1498.5,1498.5,689.1,USD,1.00000
1976020,0,2021-05-29,2021-05-29,1695960,480,2404,7,572.391,572.391,189.648,USD,1.00000
1976021,0,2021-05-29,2021-05-29,1330738,450,1605,2,376.987,335.51843,124.904,USD,1.00000
1976022,0,2021-05-29,2021-05-29,1873178,430,115,3,224.991,200.24199,74.547,USD,1.00000
1976022,1,2021-05-29,2021-05-29,1873178,430,83,3,89.991,89.991,41.382,USD,1.00000
1976023,0,2021-05-29,2021-05-29,1872062,490,72,1,43.155,43.155,19.845,USD,1.00000
1976023,1,2021-05-29,2021-05-29,1872062,490,445,1,838.5,838.5,385.59,USD,1.00000
1976023,2,2021-05-29,2021-05-29,1872062,490,456,2,838.5,729.495,385.59,USD,1.00000
1976023,3,2021-05-29,2021-05-29,1872062,490,1231,7,1650,1650,546.678,USD,1.00000
1976024,0,2021-05-29,2021-05-29,1452064,430,1874,1,1636.2,1456.218,752.427,USD,1.00000
1976024,1,2021-05-29,2021-05-29,1452064,430,1293,6,654.5,608.685,216.854,USD,1.00000
1976025,0,2021-05-29,2021-05-29,1639322,590,908,3,153,153,78,USD,1.00000
1976025,1,2021-05-29,2021-05-29,1639322,590,108,2,119.691,119.691,55.044,USD,1.00000
1976026,0,2021-05-29,2021-05-30,419977,999999,1448,2,358.4,308.224,164.822,EUR,0.82359
1976026,1,2021-05-29,2021-05-30,419977,999999,1816,3,28.8,28.8,14.679,EUR,0.82359
1976026,2,2021-05-29,2021-05-30,419977,999999,741,1,343.5,343.5,113.805,EUR,0.82359
1976026,3,2021-05-29,2021-05-30,419977,999999,2009,1,161.991,161.991,74.493,EUR,0.82359
1976027,0,2021-05-29,2021-05-29,696915,170,1695,2,4.482,4.482,2.286,EUR,0.82359
1976027,1,2021-05-29,2021-05-29,696915,170,1572,7,75.387,67.09443,34.671,EUR,0.82359
1976027,2,2021-05-29,2021-05-29,696915,170,76,3,34.155,29.3733,15.705,EUR,0.82359
1976028,0,2021-05-29,2021-05-29,2043411,510,411,2,1048.5,922.68,482.16,USD,1.00000
1976029,0,2021-05-29,2021-05-29,1098768,390,394,1,1137,1137,522.87,GBP,0.70635
1976029,1,2021-05-29,2021-05-29,1098768,390,1481,8,320.6,320.6,147.434,GBP,0.70635
1976029,2,2021-05-29,2021-05-29,1098768,390,1674,1,6.291,5.72481,3.204,GBP,0.70635
1976030,0,2021-05-29,2021-05-29,1366965,490,1698,3,6.291,5.85063,3.204,USD,1.00000
1976030,1,2021-05-29,2021-05-29,1366965,490,1561,3,562.8,562.8,186.466,USD,1.00000
1976030,2,2021-05-29,2021-05-29,1366965,490,1676,8,8.091,7.44372,3.717,USD,1.00000
1976031,0,2021-05-29,2021-05-29,1636017,430,1804,1,28.8,25.92,14.679,USD,1.00000
1976031,1,2021-05-29,2021-05-29,1636017,430,1686,2,6.291,5.53608,3.204,USD,1.00000
1976031,2,2021-05-29,2021-05-29,1636017,430,454,6,404.85,356.268,206.4,USD,1.00000
1976031,3,2021-05-29,2021-05-29,1636017,430,1538,1,392,341.04,180.264,USD,1.00000
1976032,0,2021-05-29,2021-05-31,1147890,999999,1712,1,63.117,55.54296,29.025,GBP,0.70635
1976032,1,2021-05-29,2021-05-31,1147890,999999,46,3,134.955,118.7604,68.805,GBP,0.70635
1976032,2,2021-05-29,2021-05-31,1147890,999999,1748,1,98.1,97.119,32.499,GBP,0.70635
1976032,3,2021-05-29,2021-05-31,1147890,999999,375,1,1048.5,933.165,482.16,GBP,0.70635
1976032,4,2021-05-29,2021-05-31,1147890,999999,859,9,44.925,44.925,20.655,GBP,0.70635
1976032,5,2021-05-29,2021-05-31,1147890,999999,1039,4,216.59,216.59,99.605,GBP,0.70635
1976032,6,2021-05-29,2021-05-31,1147890,999999,1057,3,646.8,646.8,214.302,GBP,0.70635
1976033,0,2021-05-29,2021-06-07,223957,999999,1517,8,373.8,373.8,171.892,CAD,1.21158
1976033,1,2021-05-29,2021-06-07,223957,999999,1243,1,206.8,179.916,105.435,CAD,1.21158
1976034,0,2021-05-29,2021-05-29,1538402,470,1723,1,50.4,50.4,25.695,USD,1.00000
1977000,0,2021-05-30,2021-05-30,1017796,360,2504,1,13.986,13.14684,7.126,GBP,0.70635
1977000,1,2021-05-30,2021-05-30,1017796,360,421,2,703.5,640.185,323.52,GBP,0.70635
1977000,2,2021-05-30,2021-05-30,1017796,360,1612,1,233.987,233.987,107.601,GBP,0.70635
1977001,0,2021-05-30,2021-06-05,1335237,999999,1679,1,4.95,4.4055,2.52,USD,1.00000
1977002,0,2021-05-30,2021-05-30,246822,80,1450,3,431.2,379.456,198.296,CAD,1.21158
1977002,1,2021-05-30,2021-05-30,246822,80,458,3,344.85,344.85,175.815,CAD,1.21158
1977002,2,2021-05-30,2021-05-30,246822,80,1753,7,80.1,70.488,36.837,CAD,1.21158
1978000,0,2021-05-31,2021-05-31,89880,50,1703,7,4.851,4.851,2.475,AUD,1.29293
1978001,0,2021-05-31,2021-05-31,1474565,430,77,2,34.155,30.7395,15.705,USD,1.00000
1978002,0,2021-05-31,2021-06-03,1706096,999999,1604,2,337.987,337.987,111.982,USD,1.00000
1978002,1,2021-05-31,2021-06-03,1706096,999999,1694,7,7.992,7.1928,3.672,USD,1.00000
1978003,0,2021-05-31,2021-05-31,2095938,570,1679,2,4.95,4.95,2.52,USD,1.00000
1978003,1,2021-05-31,2021-05-31,2095938,570,1617,1,75.387,65.58669,34.671,USD,1.00000
1978003,2,2021-05-31,2021-05-31,2095938,570,1590,3,29.757,26.7813,9.854,USD,1.00000
1978003,3,2021-05-31,2021-05-31,2095938,570,1540,3,532,489.44,176.26,USD,1.00000
1978004,0,2021-05-31,2021-06-05,27554,999999,123,1,265.9905,265.9905,122.322,AUD,1.29293
1978004,1,2021-05-31,2021-06-05,27554,999999,200,1,521.55,453.7485,239.8465,AUD,1.29293
1978005,0,2021-05-31,2021-05-31,1447519,605,409,2,489,454.77,249.3,USD,1.00000
1978005,1,2021-05-31,2021-05-31,1447519,605,89,6,134.991,128.24145,44.721,USD,1.00000
1978005,3,2021-05-31,2021-05-31,1447519,605,1311,1,30.8,30.8,15.708,USD,1.00000
1978005,4,2021-05-31,2021-05-31,1447519,605,448,1,404.85,392.7045,206.4,USD,1.00000
1978005,5,2021-05-31,2021-05-31,1447519,605,1707,2,63.117,63.117,29.025,USD,1.00000
1978005,6,2021-05-31,2021-05-31,1447519,605,1967,1,251.991,229.31181,128.475,USD,1.00000
1978006,0,2021-05-31,2021-05-31,1832046,670,1583,2,18.057,18.057,8.307,USD,1.00000
1978007,0,2021-05-31,2021-05-31,1851394,590,1623,1,284.7,267.618,94.328,USD,1.00000
1978007,1,2021-05-31,2021-05-31,1851394,590,2488,1,20.986,20.986,10.696,USD,1.00000
1978008,0,2021-05-31,2021-05-31,676347,140,1664,8,8.091,7.2819,3.717,EUR,0.81960
1978008,1,2021-05-31,2021-05-31,676347,140,1634,2,12.987,11.55843,6.617,EUR,0.81960
1978008,2,2021-05-31,2021-05-31,676347,140,1589,1,12.987,11.81817,6.617,EUR,0.81960
1978008,3,2021-05-31,2021-05-31,676347,140,1690,1,15.291,14.37354,5.067,EUR,0.81960
1978009,0,2021-05-31,2021-05-31,2086075,440,1663,6,6.201,5.70492,2.853,USD,1.00000
1978009,1,2021-05-31,2021-05-31,2086075,440,1603,3,142.987,142.987,72.904,USD,1.00000
1978010,0,2021-05-31,2021-06-01,814500,999999,2008,1,179.991,158.39208,82.773,EUR,0.81960
1978011,0,2021-05-31,2021-05-31,264291,80,2054,1,85.491,75.23208,43.587,CAD,1.20703
1978011,1,2021-05-31,2021-05-31,264291,80,1910,3,809.1,752.463,372.078,CAD,1.20703
1978011,2,2021-05-31,2021-05-31,264291,80,1911,6,443.7,399.33,204.039,CAD,1.20703
1978011,3,2021-05-31,2021-05-31,264291,80,1823,4,28.8,28.8,14.679,CAD,1.20703
1978012,0,2021-05-31,2021-05-31,1754155,620,1597,1,75.244,75.244,34.606,USD,1.00000
1978012,1,2021-05-31,2021-05-31,1754155,620,157,1,1044.9905,1044.9905,480.5575,USD,1.00000
1978012,2,2021-05-31,2021-05-31,1754155,620,1775,5,38.7,34.443,19.728,USD,1.00000
1978012,3,2021-05-31,2021-05-31,1754155,620,1530,1,372.4,372.4,171.248,USD,1.00000
1978012,4,2021-05-31,2021-05-31,1754155,620,310,4,284.05,247.1235,144.818,USD,1.00000
1978012,5,2021-05-31,2021-05-31,1754155,620,1434,3,375.2,345.184,172.536,USD,1.00000
1978013,0,2021-05-31,2021-05-31,595802,260,1701,2,4.482,4.07862,2.286,EUR,0.81960
1978013,1,2021-05-31,2021-05-31,595802,260,1596,2,16.458,14.31846,7.566,EUR,0.81960
1978014,0,2021-05-31,2021-05-31,1527669,510,166,3,113.05,113.05,51.984,USD,1.00000
1978014,1,2021-05-31,2021-05-31,1527669,510,2441,3,8.991,8.18181,4.581,USD,1.00000
1978014,2,2021-05-31,2021-05-31,1527669,510,445,2,838.5,838.5,385.59,USD,1.00000
1979000,0,2021-06-01,2021-06-01,1739643,650,1426,3,824.6,824.6,273.21,USD,1.00000
1979000,1,2021-06-01,2021-06-01,1739643,650,1095,4,393.8,378.048,181.093,USD,1.00000
1979001,0,2021-06-01,2021-06-03,113932,999999,1660,1,376.987,350.59791,124.904,AUD,1.29186
1979002,0,2021-06-01,2021-06-01,1368870,550,80,4,36.495,31.75065,16.785,USD,1.00000
1979002,1,2021-06-01,2021-06-01,1368870,550,2516,2,4.69,4.2679,2.394,USD,1.00000
1979002,2,2021-06-01,2021-06-01,1368870,550,180,6,65.55,65.55,33.421,USD,1.00000
1979002,3,2021-06-01,2021-06-01,1368870,550,1374,3,22.4,22.4,11.424,USD,1.00000
1979003,0,2021-06-01,2021-06-01,691782,170,60,1,140.4,123.552,71.577,EUR,0.81800
1979003,1,2021-06-01,2021-06-01,691782,170,450,3,1378.5,1309.575,456.72,EUR,0.81800
1979003,2,2021-06-01,2021-06-01,691782,170,75,1,34.155,30.0564,15.705,EUR,0.81800
