OrderKey,CustomerKey,StoreKey,OrderDate,DeliveryDate,CurrencyCode
1472018,1640069,610,2020-01-11,2020-01-11,USD
1472019,1940139,530,2020-01-11,2020-01-11,USD
1472020,402386,210,2020-01-11,2020-01-11,EUR
1472021,734418,300,2020-01-11,2020-01-11,EUR
1472022,1129344,380,2020-01-11,2020-01-11,GBP
1472023,1421819,585,2020-01-11,2020-01-11,USD
1472024,1418193,440,2020-01-11,2020-01-11,USD
1472025,1759192,670,2020-01-11,2020-01-11,USD
1472026,1327242,540,2020-01-11,2020-01-11,USD
1472027,737313,290,2020-01-11,2020-01-11,EUR
1472028,1565889,430,2020-01-11,2020-01-11,USD
1472029,536935,999999,2020-01-11,2020-01-17,EUR
1472030,1101655,380,2020-01-11,2020-01-11,GBP
1472031,1274536,999999,2020-01-11,2020-01-17,USD
1472032,1089139,400,2020-01-11,2020-01-11,GBP
1472033,1634647,530,2020-01-11,2020-01-11,USD
1472034,1991651,620,2020-01-11,2020-01-11,USD
1472035,2025497,650,2020-01-11,2020-01-11,USD
1472036,229315,90,2020-01-11,2020-01-11,CAD
1472037,966894,370,2020-01-11,2020-01-11,GBP
1472038,1657977,500,2020-01-11,2020-01-11,USD
1472039,691576,999999,2020-01-11,2020-01-13,EUR
1472040,739397,300,2020-01-11,2020-01-11,EUR
1472041,1539065,560,2020-01-11,2020-01-11,USD
1472042,1770996,620,2020-01-11,2020-01-11,USD
1472043,1612435,430,2020-01-11,2020-01-11,USD
1472044,564552,260,2020-01-11,2020-01-11,EUR
1472045,2010583,660,2020-01-11,2020-01-11,USD
1472046,1949708,430,2020-01-11,2020-01-11,USD
1472047,1483233,999999,2020-01-11,2020-01-16,USD
1472048,1949854,999999,2020-01-11,2020-01-16,USD
1472049,938824,999999,2020-01-11,2020-01-14,GBP
1472050,1458783,440,2020-01-11,2020-01-11,USD
1472051,1582610,490,2020-01-11,2020-01-11,USD
1472052,1405676,999999,2020-01-11,2020-01-17,USD
1472053,1271087,530,2020-01-11,2020-01-11,USD
1472054,432565,220,2020-01-11,2020-01-11,EUR
1472055,1248487,670,2020-01-11,2020-01-11,USD
1473000,1414605,999999,2020-01-12,2020-01-19,USD
1473001,1253113,999999,2020-01-12,2020-01-17,USD
1473002,392081,80,2020-01-12,2020-01-12,CAD
1473003,1573769,670,2020-01-12,2020-01-12,USD
1473004,1378555,999999,2020-01-12,2020-01-17,USD
1474000,1947365,550,2020-01-13,2020-01-13,USD
1474001,1458991,585,2020-01-13,2020-01-13,USD
1474002,117605,60,2020-01-13,2020-01-13,AUD
1474003,656978,150,2020-01-13,2020-01-13,EUR
1474004,1919587,999999,2020-01-13,2020-01-16,USD
1474005,345755,999999,2020-01-13,2020-01-16,CAD
1474006,2034272,500,2020-01-13,2020-01-13,USD
1474007,1467044,560,2020-01-13,2020-01-13,USD
1474008,1540380,605,2020-01-13,2020-01-13,USD
1474009,1722846,605,2020-01-13,2020-01-13,USD
1474010,573197,999999,2020-01-13,2020-01-16,EUR
1474011,664738,999999,2020-01-13,2020-01-16,EUR
1474012,1744988,480,2020-01-13,2020-01-13,USD
1474013,740711,290,2020-01-13,2020-01-13,EUR
1474014,806981,330,2020-01-13,2020-01-13,EUR
1474015,946198,390,2020-01-13,2020-01-13,GBP
1474016,1590975,999999,2020-01-13,2020-01-15,USD
1474017,312444,74,2020-01-13,2020-01-13,CAD
1474018,976965,370,2020-01-13,2020-01-13,GBP
1474019,1704762,999999,2020-01-13,2020-01-19,USD
1474020,451704,260,2020-01-13,2020-01-13,EUR
1474021,767088,290,2020-01-13,2020-01-13,EUR
1474022,1957268,999999,2020-01-13,2020-01-16,USD
1474023,757694,300,2020-01-13,2020-01-13,EUR
1474024,1675319,500,2020-01-13,2020-01-13,USD
1475000,946403,380,2020-01-14,2020-01-14,GBP
1475001,1795723,480,2020-01-14,2020-01-14,USD
1475002,382224,80,2020-01-14,2020-01-14,CAD
1475003,964454,400,2020-01-14,2020-01-14,GBP
1475005,2006708,999999,2020-01-14,2020-01-19,USD
1475006,492687,230,2020-01-14,2020-01-14,EUR
1475007,1384973,440,2020-01-14,2020-01-14,USD
1475008,1703570,670,2020-01-14,2020-01-14,USD
1475009,576348,230,2020-01-14,2020-01-14,EUR
1475010,1230919,999999,2020-01-14,2020-01-20,USD
1475011,1764700,999999,2020-01-14,2020-01-15,USD
1475012,997845,999999,2020-01-14,2020-01-17,GBP
1475013,430649,255,2020-01-14,2020-01-14,EUR
1475015,1038543,370,2020-01-14,2020-01-14,GBP
1475016,1724293,999999,2020-01-14,2020-01-17,USD
1475017,528067,190,2020-01-14,2020-01-14,EUR
1475018,1774639,610,2020-01-14,2020-01-14,USD
1475019,938464,370,2020-01-14,2020-01-14,GBP
1475020,1714391,999999,2020-01-14,2020-01-19,USD
1475021,1717051,450,2020-01-14,2020-01-14,USD
1475022,709865,300,2020-01-14,2020-01-14,EUR
1475023,1681115,530,2020-01-14,2020-01-14,USD
1475024,511979,270,2020-01-14,2020-01-14,EUR
1475025,256430,999999,2020-01-14,2020-01-20,CAD
1475026,717622,290,2020-01-14,2020-01-14,EUR
1475027,1059975,390,2020-01-14,2020-01-14,GBP
1475028,564095,190,2020-01-14,2020-01-14,EUR
1475029,1490882,620,2020-01-14,2020-01-14,USD
1475030,255393,74,2020-01-14,2020-01-14,CAD
1476000,1346467,470,2020-01-15,2020-01-15,USD
1476001,1521286,585,2020-01-15,2020-01-15,USD
1476002,160707,50,2020-01-15,2020-01-15,AUD
1476003,1371901,480,2020-01-15,2020-01-15,USD
1476004,857143,320,2020-01-15,2020-01-15,EUR
1476005,1706601,500,2020-01-15,2020-01-15,USD
1476006,480453,260,2020-01-15,2020-01-15,EUR
1476007,1289663,999999,2020-01-15,2020-01-21,USD
1476008,124594,35,2020-01-15,2020-01-15,AUD
1476009,1869155,490,2020-01-15,2020-01-15,USD
1476010,378776,74,2020-01-15,2020-01-15,CAD
1476011,1679892,670,2020-01-15,2020-01-15,USD
1476012,1930112,650,2020-01-15,2020-01-15,USD
1476013,239421,90,2020-01-15,2020-01-15,CAD
1476014,1615248,570,2020-01-15,2020-01-15,USD
1476015,1523124,500,2020-01-15,2020-01-15,USD
1476016,376442,80,2020-01-15,2020-01-15,CAD
1476017,403855,210,2020-01-15,2020-01-15,EUR
1476018,1389155,440,2020-01-15,2020-01-15,USD
1476019,1257611,530,2020-01-15,2020-01-15,USD
1476020,832461,999999,2020-01-15,2020-01-19,EUR
1476021,1617721,999999,2020-01-15,2020-01-21,USD
1476022,1646481,550,2020-01-15,2020-01-15,USD
1476023,640591,130,2020-01-15,2020-01-15,EUR
1476024,1390928,560,2020-01-15,2020-01-15,USD
1476025,769134,290,2020-01-15,2020-01-15,EUR
1476026,1872355,510,2020-01-15,2020-01-15,USD
1476027,864,35,2020-01-15,2020-01-15,AUD
1476028,1224092,430,2020-01-15,2020-01-15,USD
1476029,566814,999999,2020-01-15,2020-01-16,EUR
1476030,708373,290,2020-01-15,2020-01-15,EUR
1476031,1447157,999999,2020-01-15,2020-01-20,USD
1476032,2018052,590,2020-01-15,2020-01-15,USD
1476033,223706,999999,2020-01-15,2020-01-17,CAD
1476034,1273016,440,2020-01-15,2020-01-15,USD
1476035,1132972,420,2020-01-15,2020-01-15,GBP
1476036,1777506,999999,2020-01-15,2020-01-20,USD
1476037,567908,255,2020-01-15,2020-01-15,EUR
1476038,213629,74,2020-01-15,2020-01-15,CAD
1476039,1426607,670,2020-01-15,2020-01-15,USD
1476040,961669,360,2020-01-15,2020-01-15,GBP
1476041,1092357,370,2020-01-15,2020-01-15,GBP
1477000,1897638,450,2020-01-16,2020-01-16,USD
1477001,1720140,999999,2020-01-16,2020-01-20,USD
1477002,1111074,420,2020-01-16,2020-01-16,GBP
1477003,773441,290,2020-01-16,2020-01-16,EUR
1477004,1265259,590,2020-01-16,2020-01-16,USD
1477005,950468,420,2020-01-16,2020-01-16,GBP
1477006,1995172,470,2020-01-16,2020-01-16,USD
1477007,1016193,999999,2020-01-16,2020-01-20,GBP
1477008,1922621,999999,2020-01-16,2020-01-17,USD
1477009,1956280,670,2020-01-16,2020-01-16,USD
1477010,1595934,620,2020-01-16,2020-01-16,USD
1477011,1779328,560,2020-01-16,2020-01-16,USD
1477012,593185,260,2020-01-16,2020-01-16,EUR
1477013,1927701,585,2020-01-16,2020-01-16,USD
1477014,1256913,999999,2020-01-16,2020-01-18,USD
1477015,1303478,550,2020-01-16,2020-01-16,USD
1477016,2000308,530,2020-01-16,2020-01-16,USD
1477017,964774,420,2020-01-16,2020-01-16,GBP
1477018,1785082,530,2020-01-16,2020-01-16,USD
1477019,1946754,585,2020-01-16,2020-01-16,USD
1477020,1455630,540,2020-01-16,2020-01-16,USD
1477021,1570591,490,2020-01-16,2020-01-16,USD
1477022,2003523,610,2020-01-16,2020-01-16,USD
1477023,1056184,370,2020-01-16,2020-01-16,GBP
1477024,1197403,420,2020-01-16,2020-01-16,GBP
1477025,1500461,550,2020-01-16,2020-01-16,USD
1477026,886521,340,2020-01-16,2020-01-16,EUR
1477027,156829,35,2020-01-16,2020-01-16,AUD
1477028,1875346,430,2020-01-16,2020-01-16,USD
1477029,1829975,605,2020-01-16,2020-01-16,USD
1477030,1564284,620,2020-01-16,2020-01-16,USD
1477031,1696400,570,2020-01-16,2020-01-16,USD
1477032,1873443,530,2020-01-16,2020-01-16,USD
1477033,198198,35,2020-01-16,2020-01-16,AUD
1477034,2028776,510,2020-01-16,2020-01-16,USD
1477035,1860143,605,2020-01-16,2020-01-16,USD
1477036,1952393,999999,2020-01-16,2020-01-19,USD
1477037,1028816,999999,2020-01-16,2020-01-23,GBP
1477038,380043,100,2020-01-16,2020-01-16,CAD
1477039,935289,380,2020-01-16,2020-01-16,GBP
1477040,143339,60,2020-01-16,2020-01-16,AUD
1477041,55384,35,2020-01-16,2020-01-16,AUD
1477042,1926319,999999,2020-01-16,2020-01-21,USD
1477043,408680,210,2020-01-16,2020-01-16,EUR
1478000,765093,300,2020-01-17,2020-01-17,EUR
1478001,2028371,999999,2020-01-17,2020-01-20,USD
1478002,1315222,620,2020-01-17,2020-01-17,USD
1478003,521864,210,2020-01-17,2020-01-17,EUR
1478004,1819920,530,2020-01-17,2020-01-17,USD
1478005,456977,260,2020-01-17,2020-01-17,EUR
1478006,1716788,440,2020-01-17,2020-01-17,USD
1478007,521604,999999,2020-01-17,2020-01-22,EUR
1478008,2068225,430,2020-01-17,2020-01-17,USD
1478009,1957240,560,2020-01-17,2020-01-17,USD
1478010,1603214,999999,2020-01-17,2020-01-19,USD
1478011,1067003,360,2020-01-17,2020-01-17,GBP
1478012,1495992,670,2020-01-17,2020-01-17,USD
1478013,1283933,999999,2020-01-17,2020-01-21,USD
1478014,1416251,540,2020-01-17,2020-01-17,USD
1478015,319611,80,2020-01-17,2020-01-17,CAD
1478016,1563205,470,2020-01-17,2020-01-17,USD
1478017,1696579,585,2020-01-17,2020-01-17,USD
1478018,887184,310,2020-01-17,2020-01-17,EUR
1478019,125510,999999,2020-01-17,2020-01-23,AUD
1478020,1291971,999999,2020-01-17,2020-01-19,USD
1478021,1977010,585,2020-01-17,2020-01-17,USD
1478022,923430,400,2020-01-17,2020-01-17,GBP
1478023,2095680,585,2020-01-17,2020-01-17,USD
1478024,1596228,660,2020-01-17,2020-01-17,USD
1478025,1681981,470,2020-01-17,2020-01-17,USD
1478026,1315322,999999,2020-01-17,2020-01-25,USD
1478027,1650574,670,2020-01-17,2020-01-17,USD
1478028,1345152,530,2020-01-17,2020-01-17,USD
1478029,961084,999999,2020-01-17,2020-01-21,GBP
1478030,1211985,999999,2020-01-17,2020-01-21,USD
1478031,1252357,500,2020-01-17,2020-01-17,USD
1478032,1557691,480,2020-01-17,2020-01-17,USD
1479000,359501,100,2020-01-18,2020-01-18,CAD
1479001,476262,270,2020-01-18,2020-01-18,EUR
1479002,1212440,605,2020-01-18,2020-01-18,USD
1479003,2076461,500,2020-01-18,2020-01-18,USD
1479004,313040,90,2020-01-18,2020-01-18,CAD
1479005,780686,300,2020-01-18,2020-01-18,EUR
1479006,545357,999999,2020-01-18,2020-01-21,EUR
1479007,2057670,999999,2020-01-18,2020-01-23,USD
1479008,1515295,585,2020-01-18,2020-01-18,USD
1479009,572608,255,2020-01-18,2020-01-18,EUR
1479010,6949,35,2020-01-18,2020-01-18,AUD
1479011,1476301,999999,2020-01-18,2020-01-22,USD
1479012,2041742,999999,2020-01-18,2020-01-20,USD
1479013,941911,999999,2020-01-18,2020-01-22,GBP
1479014,1089811,999999,2020-01-18,2020-01-23,GBP
1479015,1211563,585,2020-01-18,2020-01-18,USD
1479016,805393,999999,2020-01-18,2020-01-23,EUR
1479017,181625,999999,2020-01-18,2020-01-25,AUD
1479018,1567233,530,2020-01-18,2020-01-18,USD
1479019,1660312,999999,2020-01-18,2020-01-21,USD
1479020,1198516,999999,2020-01-18,2020-01-21,GBP
1479021,1320113,500,2020-01-18,2020-01-18,USD
1479022,1565951,540,2020-01-18,2020-01-18,USD
1479023,2093516,430,2020-01-18,2020-01-18,USD
1479024,1917358,430,2020-01-18,2020-01-18,USD
1479025,1448347,999999,2020-01-18,2020-01-23,USD
1479026,1550440,480,2020-01-18,2020-01-18,USD
1479027,1720261,480,2020-01-18,2020-01-18,USD
1479028,1009007,999999,2020-01-18,2020-01-20,GBP
1479029,1749787,999999,2020-01-18,2020-01-24,USD
1479030,735055,300,2020-01-18,2020-01-18,EUR
1479031,753457,300,2020-01-18,2020-01-18,EUR
1479032,1847459,440,2020-01-18,2020-01-18,USD
1479033,1979819,510,2020-01-18,2020-01-18,USD
1479034,611031,160,2020-01-18,2020-01-18,EUR
1479035,921015,420,2020-01-18,2020-01-18,GBP
1479036,1516263,510,2020-01-18,2020-01-18,USD
1479037,1910722,440,2020-01-18,2020-01-18,USD
1479038,9165,999999,2020-01-18,2020-01-22,AUD
1479039,1889355,620,2020-01-18,2020-01-18,USD
1479040,859213,999999,2020-01-18,2020-01-19,EUR
1479041,89322,10,2020-01-18,2020-01-18,AUD
1479042,1760511,999999,2020-01-18,2020-01-21,USD
1479043,376858,100,2020-01-18,2020-01-18,CAD
1479044,1769691,999999,2020-01-18,2020-01-21,USD
1479045,413149,210,2020-01-18,2020-01-18,EUR
1479046,281990,90,2020-01-18,2020-01-18,CAD
1479047,1795190,500,2020-01-18,2020-01-18,USD
1479048,1444276,660,2020-01-18,2020-01-18,USD
1479049,410798,999999,2020-01-18,2020-01-21,EUR
1479050,943929,360,2020-01-18,2020-01-18,GBP
1479051,1196325,370,2020-01-18,2020-01-18,GBP
1479052,622587,120,2020-01-18,2020-01-18,EUR
1479053,1385600,999999,2020-01-18,2020-01-26,USD
1480000,1449782,999999,2020-01-19,2020-01-23,USD
1480001,1969199,450,2020-01-19,2020-01-19,USD
1480002,2050567,999999,2020-01-19,2020-01-22,USD
1480003,688440,140,2020-01-19,2020-01-19,EUR
1480004,510006,270,2020-01-19,2020-01-19,EUR
1481000,2036291,570,2020-01-20,2020-01-20,USD
1481001,726105,290,2020-01-20,2020-01-20,EUR
1481002,1345401,530,2020-01-20,2020-01-20,USD
1481003,1983661,480,2020-01-20,2020-01-20,USD
1481004,1359358,999999,2020-01-20,2020-01-26,USD
1481005,1987503,490,2020-01-20,2020-01-20,USD
1481006,1519102,540,2020-01-20,2020-01-20,USD
1481007,302404,90,2020-01-20,2020-01-20,CAD
1481008,1426659,999999,2020-01-20,2020-01-24,USD
1481009,1485819,530,2020-01-20,2020-01-20,USD
1481010,1881377,510,2020-01-20,2020-01-20,USD
1481011,1581551,620,2020-01-20,2020-01-20,USD
1481012,74706,40,2020-01-20,2020-01-20,AUD
1481013,1758434,470,2020-01-20,2020-01-20,USD
1481014,476585,999999,2020-01-20,2020-01-23,EUR
1481015,838059,310,2020-01-20,2020-01-20,EUR
1481016,715640,300,2020-01-20,2020-01-20,EUR
1481017,1747874,470,2020-01-20,2020-01-20,USD
1481018,2067132,550,2020-01-20,2020-01-20,USD
1481019,413622,240,2020-01-20,2020-01-20,EUR
1481020,2091908,500,2020-01-20,2020-01-20,USD
1481021,1402117,660,2020-01-20,2020-01-20,USD
1481022,1345916,440,2020-01-20,2020-01-20,USD
1481023,1709841,999999,2020-01-20,2020-01-27,USD
1482000,581302,999999,2020-01-21,2020-01-26,EUR
1482001,448143,220,2020-01-21,2020-01-21,EUR
1482002,659676,160,2020-01-21,2020-01-21,EUR
1482003,1985725,999999,2020-01-21,2020-01-25,USD
1482004,360752,999999,2020-01-21,2020-01-28,CAD
1482005,1603897,530,2020-01-21,2020-01-21,USD
1482006,1903531,999999,2020-01-21,2020-01-23,USD
1482007,1177629,380,2020-01-21,2020-01-21,GBP
1482008,822980,330,2020-01-21,2020-01-21,EUR
1482009,935084,390,2020-01-21,2020-01-21,GBP
1482010,2027990,450,2020-01-21,2020-01-21,USD
1482011,465470,230,2020-01-21,2020-01-21,EUR
1482012,522126,260,2020-01-21,2020-01-21,EUR
1482013,226884,74,2020-01-21,2020-01-21,CAD
1482014,1786998,570,2020-01-21,2020-01-21,USD
1482015,1753198,500,2020-01-21,2020-01-21,USD
1482016,1912903,490,2020-01-21,2020-01-21,USD
1482017,193017,50,2020-01-21,2020-01-21,AUD
1482018,293294,999999,2020-01-21,2020-01-26,CAD
1482019,1212440,610,2020-01-21,2020-01-21,USD
1482020,1601420,999999,2020-01-21,2020-01-25,USD
1482021,380096,90,2020-01-21,2020-01-21,CAD
1482022,1112076,400,2020-01-21,2020-01-21,GBP
1482023,58459,60,2020-01-21,2020-01-21,AUD
1482024,1551630,510,2020-01-21,2020-01-21,USD
1482025,1423480,999999,2020-01-21,2020-01-22,USD
1482026,891723,340,2020-01-21,2020-01-21,EUR
1482027,290738,74,2020-01-21,2020-01-21,CAD
1482028,516654,255,2020-01-21,2020-01-21,EUR
1482029,300840,80,2020-01-21,2020-01-21,CAD
1482030,2062485,660,2020-01-21,2020-01-21,USD
1482031,585488,270,2020-01-21,2020-01-21,EUR
1482032,1193851,999999,2020-01-21,2020-01-24,GBP
1483000,1921201,510,2020-01-22,2020-01-22,USD
1483001,1760988,999999,2020-01-22,2020-01-26,USD
1483002,789628,290,2020-01-22,2020-01-22,EUR
1483003,1441476,670,2020-01-22,2020-01-22,USD
1483004,695637,170,2020-01-22,2020-01-22,EUR
1483005,985917,370,2020-01-22,2020-01-22,GBP
1483006,885134,320,2020-01-22,2020-01-22,EUR
1483007,1461681,999999,2020-01-22,2020-01-25,USD
1483008,1022398,360,2020-01-22,2020-01-22,GBP
1483009,2014423,670,2020-01-22,2020-01-22,USD
1483010,1008995,370,2020-01-22,2020-01-22,GBP
1483011,1139883,370,2020-01-22,2020-01-22,GBP
1483012,1651532,450,2020-01-22,2020-01-22,USD
1483013,1899064,605,2020-01-22,2020-01-22,USD
1483014,844666,310,2020-01-22,2020-01-22,EUR
1483015,1657488,470,2020-01-22,2020-01-22,USD
1483016,2047870,650,2020-01-22,2020-01-22,USD
1483017,1744740,490,2020-01-22,2020-01-22,USD
1483018,199316,35,2020-01-22,2020-01-22,AUD
1483019,1695582,660,2020-01-22,2020-01-22,USD
1483020,64172,999999,2020-01-22,2020-01-24,AUD
1483021,1321108,650,2020-01-22,2020-01-22,USD
1483022,29248,999999,2020-01-22,2020-01-24,AUD
1483023,1520571,540,2020-01-22,2020-01-22,USD
1483024,1409939,550,2020-01-22,2020-01-22,USD
1483025,1571102,999999,2020-01-22,2020-01-25,USD
1483026,33122,50,2020-01-22,2020-01-22,AUD
1483027,205578,80,2020-01-22,2020-01-22,CAD
1483028,1538839,999999,2020-01-22,2020-01-25,USD
1483029,1590191,999999,2020-01-22,2020-01-27,USD
1483030,1586197,660,2020-01-22,2020-01-22,USD
1483031,817399,320,2020-01-22,2020-01-22,EUR
1483032,1965408,590,2020-01-22,2020-01-22,USD
1483033,2032474,540,2020-01-22,2020-01-22,USD
1483034,1080957,420,2020-01-22,2020-01-22,GBP
1483035,1915718,440,2020-01-22,2020-01-22,USD
1483036,845368,330,2020-01-22,2020-01-22,EUR
1483037,1937538,650,2020-01-22,2020-01-22,USD
1483038,1589664,440,2020-01-22,2020-01-22,USD
1483039,1527604,999999,2020-01-22,2020-01-24,USD
1483040,1660821,610,2020-01-22,2020-01-22,USD
1484000,1710285,480,2020-01-23,2020-01-23,USD
1484001,2063509,660,2020-01-23,2020-01-23,USD
1484002,2002916,590,2020-01-23,2020-01-23,USD
1484003,1957564,999999,2020-01-23,2020-01-27,USD
1484004,621414,140,2020-01-23,2020-01-23,EUR
1484005,1512791,530,2020-01-23,2020-01-23,USD
1484006,355287,100,2020-01-23,2020-01-23,CAD
1484007,707961,300,2020-01-23,2020-01-23,EUR
1484008,1894052,430,2020-01-23,2020-01-23,USD
1484009,691485,180,2020-01-23,2020-01-23,EUR
1484010,717191,290,2020-01-23,2020-01-23,EUR
1484011,1371670,590,2020-01-23,2020-01-23,USD
1484012,1814909,585,2020-01-23,2020-01-23,USD
1484013,900067,420,2020-01-23,2020-01-23,GBP
1484014,1806869,650,2020-01-23,2020-01-23,USD
1484015,2056207,510,2020-01-23,2020-01-23,USD
1484016,1096839,999999,2020-01-23,2020-01-28,GBP
1484017,1475014,560,2020-01-23,2020-01-23,USD
1484018,1875505,470,2020-01-23,2020-01-23,USD
1484019,1983118,430,2020-01-23,2020-01-23,USD
1484020,1954521,540,2020-01-23,2020-01-23,USD
1484021,1476301,999999,2020-01-23,2020-01-28,USD
1484022,555059,220,2020-01-23,2020-01-23,EUR
1484023,703454,999999,2020-01-23,2020-01-29,EUR
1484024,1612111,605,2020-01-23,2020-01-23,USD
1484025,1988602,585,2020-01-23,2020-01-23,USD
1484026,1470566,620,2020-01-23,2020-01-23,USD
1484027,1221940,450,2020-01-23,2020-01-23,USD
1484028,1666700,550,2020-01-23,2020-01-23,USD
1484029,1408752,480,2020-01-23,2020-01-23,USD
1484030,1806282,999999,2020-01-23,2020-01-24,USD
1484031,867937,310,2020-01-23,2020-01-23,EUR
1484032,1527113,610,2020-01-23,2020-01-23,USD
1484033,2017587,440,2020-01-23,2020-01-23,USD
1484034,2013413,570,2020-01-23,2020-01-23,USD
1484035,2086773,440,2020-01-23,2020-01-23,USD
1484036,17662,50,2020-01-23,2020-01-23,AUD
1484037,943963,999999,2020-01-23,2020-01-28,GBP
1484038,824764,320,2020-01-23,2020-01-23,EUR
1484039,1502799,999999,2020-01-23,2020-01-28,USD
1484040,1273227,440,2020-01-23,2020-01-23,USD
1484041,1748321,605,2020-01-23,2020-01-23,USD
1484042,494715,230,2020-01-23,2020-01-23,EUR
1484043,524959,270,2020-01-23,2020-01-23,EUR
1484044,623703,130,2020-01-23,2020-01-23,EUR
1484045,1736804,550,2020-01-23,2020-01-23,USD
1484046,981997,420,2020-01-23,2020-01-23,GBP
1485000,1158315,360,2020-01-24,2020-01-24,GBP
1485001,1671616,550,2020-01-24,2020-01-24,USD
1485002,241503,74,2020-01-24,2020-01-24,CAD
1485003,1035748,999999,2020-01-24,2020-01-30,GBP
1485004,1962562,999999,2020-01-24,2020-01-29,USD
1485005,828080,330,2020-01-24,2020-01-24,EUR
1485006,1247340,570,2020-01-24,2020-01-24,USD
1485007,741831,290,2020-01-24,2020-01-24,EUR
1485008,1035249,400,2020-01-24,2020-01-24,GBP
1485009,676193,140,2020-01-24,2020-01-24,EUR
1485010,899800,320,2020-01-24,2020-01-24,EUR
1485011,530230,999999,2020-01-24,2020-01-27,EUR
1485012,511700,190,2020-01-24,2020-01-24,EUR
1485013,1956960,560,2020-01-24,2020-01-24,USD
1485014,393871,90,2020-01-24,2020-01-24,CAD
1485015,352694,100,2020-01-24,2020-01-24,CAD
1485016,1407919,440,2020-01-24,2020-01-24,USD
1485017,1577200,440,2020-01-24,2020-01-24,USD
1485018,1636966,510,2020-01-24,2020-01-24,USD
1485019,1853264,570,2020-01-24,2020-01-24,USD
1485020,1520203,610,2020-01-24,2020-01-24,USD
1485021,1775335,605,2020-01-24,2020-01-24,USD
1485022,22473,10,2020-01-24,2020-01-24,AUD
1485023,489037,270,2020-01-24,2020-01-24,EUR
1485024,880758,330,2020-01-24,2020-01-24,EUR
1485025,215940,999999,2020-01-24,2020-01-30,CAD
1485026,316153,80,2020-01-24,2020-01-24,CAD
1485027,1911948,999999,2020-01-24,2020-01-29,USD
1485028,1989665,620,2020-01-24,2020-01-24,USD
1485029,1071235,360,2020-01-24,2020-01-24,GBP
1485030,721811,300,2020-01-24,2020-01-24,EUR
1485031,1497899,500,2020-01-24,2020-01-24,USD
1486000,1978988,670,2020-01-25,2020-01-25,USD
1486001,856113,330,2020-01-25,2020-01-25,EUR
1486002,593084,190,2020-01-25,2020-01-25,EUR
1486003,1680289,999999,2020-01-25,2020-01-29,USD
1486004,88439,50,2020-01-25,2020-01-25,AUD
1486005,1099911,360,2020-01-25,2020-01-25,GBP
1486006,90802,50,2020-01-25,2020-01-25,AUD
1486007,1347605,999999,2020-01-25,2020-01-31,USD
1486008,980415,380,2020-01-25,2020-01-25,GBP
1486009,1845151,999999,2020-01-25,2020-01-28,USD
1486010,57997,50,2020-01-25,2020-01-25,AUD
1486011,1974128,500,2020-01-25,2020-01-25,USD
1486012,1005399,420,2020-01-25,2020-01-25,GBP
1486013,599413,255,2020-01-25,2020-01-25,EUR
1486014,1808011,650,2020-01-25,2020-01-25,USD
1486015,912357,999999,2020-01-25,2020-01-27,GBP
1486016,319670,999999,2020-01-25,2020-01-30,CAD
1486017,942366,370,2020-01-25,2020-01-25,GBP
1486018,1240358,440,2020-01-25,2020-01-25,USD
1486019,1622436,999999,2020-01-25,2020-02-01,USD
1486020,1436704,490,2020-01-25,2020-01-25,USD
1486021,589064,220,2020-01-25,2020-01-25,EUR
1486022,310251,80,2020-01-25,2020-01-25,CAD
1486023,1214650,530,2020-01-25,2020-01-25,USD
1486024,223109,100,2020-01-25,2020-01-25,CAD
1486025,354563,80,2020-01-25,2020-01-25,CAD
1486026,1283085,670,2020-01-25,2020-01-25,USD
1486027,343619,90,2020-01-25,2020-01-25,CAD
1486028,1712918,450,2020-01-25,2020-01-25,USD
1486029,1393818,999999,2020-01-25,2020-01-30,USD
1486030,1840015,620,2020-01-25,2020-01-25,USD
1486031,1564284,430,2020-01-25,2020-01-25,USD
1486032,1460906,560,2020-01-25,2020-01-25,USD
1486033,2067079,650,2020-01-25,2020-01-25,USD
1486034,1574761,550,2020-01-25,2020-01-25,USD
1486035,1693989,999999,2020-01-25,2020-01-27,USD
1486036,1352938,490,2020-01-25,2020-01-25,USD
1486037,478380,255,2020-01-25,2020-01-25,EUR
1486038,214161,999999,2020-01-25,2020-01-29,CAD
1486039,1529564,480,2020-01-25,2020-01-25,USD
1486040,1480667,430,2020-01-25,2020-01-25,USD
1486041,130491,999999,2020-01-25,2020-01-27,AUD
1486042,1540268,999999,2020-01-25,2020-01-31,USD
1486043,1276444,650,2020-01-25,2020-01-25,USD
1486044,1414974,530,2020-01-25,2020-01-25,USD
1486045,1722431,999999,2020-01-25,2020-01-29,USD
1486046,325033,80,2020-01-25,2020-01-25,CAD
1486047,951149,370,2020-01-25,2020-01-25,GBP
1486048,499644,260,2020-01-25,2020-01-25,EUR
1486049,644358,170,2020-01-25,2020-01-25,EUR
1486050,21958,35,2020-01-25,2020-01-25,AUD
1486051,1908104,560,2020-01-25,2020-01-25,USD
1486052,1427040,570,2020-01-25,2020-01-25,USD
1486053,740854,290,2020-01-25,2020-01-25,EUR
1486054,1088734,380,2020-01-25,2020-01-25,GBP
1486055,153558,40,2020-01-25,2020-01-25,AUD
1486056,1073573,390,2020-01-25,2020-01-25,GBP
1487000,1897094,670,2020-01-26,2020-01-26,USD
1487001,1202495,590,2020-01-26,2020-01-26,USD
